0.029,-0.046,0.011,-0.024,0.011,0.026
0.033,-0.033,-0.005,-0.012,-0.015,-0.012
0.034,-0.029,-0.021,-0.018,-0.01,-0.003
0.029,-0.038,-0.037,-0.018,-0.012,0.001
0.026,-0.065,-0.064,-0.016,-0.018,0.001
0.021,-0.09,-0.081,-0.008,-0.043,-0.024
0.029,-0.07,-0.101,-0.01,-0.036,-0.009
0.029,-0.07,-0.104,-0.013,-0.028,-0.006
0.01,-0.07,-0.104,-0.021,-0.014,0.008
-0.009,-0.092,-0.097,-0.026,-0.01,0.011
-0.029,-0.102,-0.081,-0.026,-0.008,0.019
-0.011,-0.071,-0.071,-0.02,-0.008,0.01
0.03,-0.022,-0.08,-0.004,-0.021,-0.007
0.035,-0.017,-0.057,-0.008,-0.023,-0.007
0.015,-0.038,0.008,-0.016,-0.016,-0.024
0.018,-0.034,-0.017,-0.013,-0.014,-0.009
0.017,-0.045,0.057,-0.023,-0.005,-0.003
0.002,-0.081,0.017,-0.02,-0.003,-0.005
-0.028,-0.102,0.024,-0.024,-0,0.002
-0.042,-0.093,0.034,-0.029,0.016,0.013
-0.023,-0.101,0.036,-0.023,0.005,-0.001
-0.006,-0.078,0.017,-0.015,-0.008,-0.012
-0.032,-0.088,0.01,-0.026,-0.011,0.013
-0.053,-0.091,-0.014,-0.019,-0.007,0.035
-0.063,-0.095,-0.032,-0.021,-0.006,0.044
-0.049,-0.078,-0.052,-0.02,-0.012,0.033
-0.042,-0.074,-0.072,-0.018,-0.005,0.049
-0.017,-0.064,-0.083,-0.016,0.001,0.034
0.026,-0.044,-0.091,-0.001,-0.026,-0.006
0.048,-0.051,-0.089,0.001,-0.039,-0.03
0.043,-0.062,-0.08,-0.007,-0.024,-0.018
0.057,-0.045,-0.081,-0.006,-0.024,-0.039
0.061,-0.031,-0.068,0.004,-0.033,-0.044
0.051,-0.044,-0.012,-0.01,-0.029,-0.035
0.028,-0.067,0.014,-0.017,-0.013,-0.024
0.022,-0.077,0.015,-0.015,-0.015,-0.031
0.005,-0.095,0.067,-0.023,-0.007,-0.011
-0.011,-0.108,0.031,-0.02,0.004,-0.001
-0.023,-0.1,0.042,-0.015,-0.001,-0.005
-0.019,-0.102,0.045,-0.007,-0.014,0.008
-0.029,-0.103,0.045,-0.012,-0.001,0.04
-0.021,-0.07,0.035,-0.017,-0,0.041
-0.018,-0.065,0.027,-0.022,-0.007,0.023
-0.002,-0.061,-0.002,-0.007,-0.041,-0.026
-0.018,-0.046,-0.028,-0.019,-0.015,-0.011
-0.022,-0.044,-0.044,-0.026,-0.009,-0.017
0.007,-0.031,-0.056,-0.017,-0.019,-0.023
0.047,-0.039,-0.075,-0.01,-0.018,-0.016
0.054,-0.027,-0.106,-0.012,-0.013,0.004
0.043,-0.017,-0.1,-0.009,-0.018,-0.003
0.03,-0.018,-0.096,-0.006,-0.026,-0.013
0.021,-0.035,-0.077,-0.014,-0.015,-0.02
0.014,-0.043,-0.066,-0.015,-0.011,-0.024
0.008,-0.052,-0.012,-0.019,-0.011,-0.048
0.016,-0.04,-0.017,-0.013,-0.011,-0.04
0.008,-0.052,-0.008,-0.013,-0.007,-0.036
0.001,-0.063,0.012,-0.011,-0.008,-0.032
-0.017,-0.079,0.025,-0.019,0.006,-0.011
-0.028,-0.079,0.039,-0.022,0.009,-0.013
-0.032,-0.073,0.049,-0.024,0.007,-0.015
-0.034,-0.078,0.048,-0.03,0.009,-0.014
-0.016,-0.064,0.031,-0.028,0.002,-0.023
0.033,-0.033,0.002,-0.012,-0.025,-0.04
0.054,-0.017,-0.02,0.003,-0.027,-0.035
0.05,-0.01,-0.038,-0.012,-0.023,-0.03
0.03,-0.027,-0.06,-0.008,-0.017,-0.022
0.021,-0.028,-0.082,-0.005,-0.029,-0.027
0.026,-0.025,-0.097,0.002,-0.038,-0.028
0.024,-0.032,-0.114,-0.002,-0.036,-0.032
0.028,-0.032,-0.121,-0.001,-0.035,-0.039
0.033,-0.018,-0.101,-0.003,-0.031,-0.045
0.025,-0.016,-0.091,-0.008,-0.019,-0.029
0.01,-0.011,-0.048,-0.019,-0.01,-0.028
0.016,0.003,-0.05,-0.029,0.004,-0.025
0.006,0.005,-0.005,-0.032,0.011,-0.028
-0.003,-0.001,0.034,-0.034,0.01,-0.027
0.003,0.033,0.007,-0.029,0.016,-0.009
0,0.045,0.01,-0.031,0.013,-0.008
-0.007,0.033,0.037,-0.027,0.011,-0.011
-0.036,0,0.042,-0.026,0.012,-0.011
-0.04,-0.014,0.042,-0.03,0.011,-0.016
-0.05,-0.055,0.029,-0.022,-0.008,-0.032
-0.062,-0.094,0.031,-0.023,-0.009,-0.012
-0.031,-0.065,-0.003,-0.02,-0.011,-0.006
0.005,-0.015,-0.031,-0.01,-0.025,-0.023
0.03,0.019,-0.057,-0.005,-0.037,-0.041
0.047,0.04,-0.084,0.002,-0.036,-0.04
0.04,0.04,-0.089,-0.004,-0.033,-0.032
0.028,0.032,-0.097,-0.009,-0.028,-0.028
0.018,0.021,-0.096,-0.015,-0.021,-0.026
0.018,0.034,-0.075,-0.009,-0.022,-0.035
0.026,0.05,-0.071,-0.003,-0.026,-0.046
0.027,0.06,-0.08,-0.001,-0.025,-0.049
0.011,0.052,-0.043,-0.003,-0.022,-0.051
-0.002,0.057,-0.01,-0.004,-0.023,-0.045
-0.021,0.052,0.007,0,-0.021,-0.026
-0.036,0.05,0.098,-0.016,-0.012,-0.029
-0.057,0.031,0.053,-0.022,-0.001,-0.016
-0.081,0.004,0.064,-0.034,0.018,0.006
-0.08,0.006,0.081,-0.041,0.029,0.005
-0.02,0.058,0.071,-0.036,0.023,-0.029
0.04,0.075,0.038,-0.024,0.004,-0.045
0.051,0.083,0.028,-0.022,-0.008,-0.06
0.043,0.093,0,-0.02,-0.003,-0.046
0.041,0.097,-0.02,-0.019,-0.004,-0.042
0.032,0.095,-0.043,-0.019,-0.002,-0.032
0.025,0.093,-0.056,-0.017,-0.01,-0.033
0.025,0.095,-0.068,-0.013,-0.015,-0.039
0.024,0.094,-0.078,-0.017,-0.015,-0.047
0.024,0.105,-0.038,-0.012,-0.032,-0.063
0.017,0.099,-0.07,-0.01,-0.031,-0.059
0.015,0.1,-0.058,-0.003,-0.038,-0.074
0.011,0.099,-0.047,-0.002,-0.033,-0.065
-0.016,0.104,-0.031,-0.01,-0.016,-0.033
-0.03,0.098,-0.006,-0.013,-0.008,-0.013
-0.034,0.086,0.005,-0.01,-0.003,-0.016
-0.04,0.081,0.105,-0.023,-0.004,-0.043
-0.045,0.071,0.026,-0.015,-0.003,-0.049
-0.036,0.077,0.035,-0.013,-0.013,-0.075
0.001,0.092,0.036,-0.024,-0.002,-0.082
0.007,0.099,0.045,-0.044,0.019,-0.057
0.022,0.118,0.023,-0.035,0.004,-0.076
0.036,0.124,0.013,-0.027,-0.009,-0.082
0.02,0.129,-0.006,-0.023,-0.001,-0.058
0.01,0.136,-0.024,-0.025,-0.002,-0.051
0.01,0.146,-0.054,-0.017,-0.01,-0.05
0.006,0.143,-0.07,-0.019,-0.013,-0.033
0.016,0.153,-0.091,-0.011,-0.014,-0.046
0.023,0.149,-0.098,-0.005,-0.033,-0.081
0.025,0.136,-0.103,0.005,-0.051,-0.09
0.017,0.117,-0.085,-0.005,-0.032,-0.083
0.027,0.124,-0.075,-0.008,-0.022,-0.086
0.035,0.143,-0.085,-0.005,-0.021,-0.096
0.024,0.137,-0.063,-0.018,-0.005,-0.077
-0.002,0.129,-0.022,-0.022,0.01,-0.066
-0.008,0.114,0.257,-0.034,0.017,-0.09
-0.003,0.114,0.011,-0.025,0.015,-0.064
-0.013,0.087,0.043,-0.035,0.023,-0.034
0,0.115,0.032,-0.027,0.015,-0.034
-0.008,0.108,0.029,-0.027,0.018,-0.032
-0.016,0.097,0.031,-0.03,0.017,-0.03
-0.009,0.096,0.022,-0.033,0.015,-0.04
0.001,0.119,0.007,-0.021,-0.018,-0.067
0.002,0.115,-0.019,-0.016,-0.016,-0.075
0.028,0.134,-0.037,-0.012,-0.036,-0.111
0.048,0.159,-0.065,0.002,-0.042,-0.117
0.048,0.166,-0.083,0.005,-0.049,-0.104
0.043,0.158,-0.1,0.006,-0.04,-0.082
0.035,0.146,-0.104,-0.001,-0.034,-0.087
0.028,0.138,-0.103,-0.002,-0.031,-0.09
0.02,0.133,-0.096,-0.002,-0.03,-0.087
0.012,0.131,-0.078,-0.007,-0.016,-0.082
0.006,0.122,-0.063,-0.009,-0.018,-0.089
0.008,0.123,-0.04,-0.009,-0.017,-0.1
0.013,0.127,-0.033,-0.009,-0.017,-0.097
0.013,0.126,-0.001,-0.006,-0.015,-0.091
0.005,0.102,0.003,-0.013,-0.011,-0.086
-0.006,0.101,0.04,-0.018,-0.008,-0.075
-0.016,0.096,0.034,-0.024,0.005,-0.053
-0.026,0.091,0.047,-0.028,0.013,-0.038
-0.03,0.078,0.049,-0.037,0.021,-0.03
-0.024,0.099,0.043,-0.03,0.005,-0.038
-0.016,0.116,0.027,-0.027,-0.009,-0.042
-0.006,0.13,-0.002,-0.024,-0.003,-0.036
0.002,0.122,-0.033,-0.024,0.001,-0.022
0.011,0.118,-0.06,-0.021,-0.017,-0.037
0.008,0.118,-0.066,-0.02,-0.003,-0.024
0.011,0.116,-0.08,-0.017,-0.015,-0.022
0.012,0.116,-0.099,-0.016,-0.015,-0.039
0.02,0.12,-0.1,-0.016,-0.019,-0.051
0.022,0.12,-0.091,-0.013,-0.022,-0.057
0.021,0.112,-0.087,-0.007,-0.031,-0.069
0.02,0.102,-0.074,-0.008,-0.027,-0.064
0.02,0.104,-0.037,-0.013,-0.021,-0.064
0.015,0.101,-0.022,-0.012,-0.013,-0.061
0.012,0.102,-0.032,-0.01,-0.013,-0.052
0.013,0.112,-0.021,-0.007,-0.016,-0.054
0.005,0.115,-0.007,-0.011,-0.007,-0.053
-0.003,0.113,0.025,-0.014,-0.004,-0.052
-0.008,0.087,0.045,-0.019,0.001,-0.042
-0.024,0.044,0.06,-0.028,0.003,-0.036
-0.021,0.045,0.034,-0.028,-0.003,-0.032
-0.016,0.059,0.031,-0.026,-0.009,-0.031
-0.01,0.074,-0.014,-0.022,-0.016,-0.039
-0.012,0.061,-0.039,-0.021,-0.014,-0.029
-0.038,0.046,-0.051,-0.034,-0.003,-0.002
-0.039,0.059,-0.068,-0.025,-0.006,-0.007
-0.011,0.083,-0.097,-0.016,-0.018,-0.016
-0.006,0.076,-0.112,-0.017,-0.006,-0.009
-0.019,0.054,-0.11,-0.023,0.009,0.01
-0.022,0.039,-0.093,-0.018,0.004,-0.009
-0.01,0.036,-0.083,-0.011,-0.012,-0.035
0.005,0.045,-0.072,-0.005,-0.018,-0.046
0.005,0.041,-0.042,-0.009,-0.022,-0.044
-0.001,0.052,-0.023,-0.008,-0.017,-0.041
-0.007,0.048,-0.001,-0.01,-0.012,-0.038
-0.026,0.042,0.077,-0.019,-0.008,-0.03
-0.017,0.039,0.029,-0.024,0.017,0
0.016,0.053,0.037,-0.015,0.004,-0.022
0.036,0.049,0.037,-0.016,0,-0.011
0.023,0.038,0.042,-0.03,0.022,0.008
0.029,0.06,0.018,-0.023,0.001,-0.03
0.024,0.065,0.008,-0.021,-0.011,-0.042
0.044,0.096,-0.019,-0.01,-0.026,-0.059
0.059,0.112,-0.039,-0.017,-0.019,-0.052
0.057,0.112,-0.069,-0.015,-0.025,-0.05
0.046,0.104,-0.069,-0.009,-0.029,-0.047
0.03,0.088,-0.084,-0.013,-0.026,-0.039
0.018,0.052,-0.093,-0.012,-0.026,-0.038
-0.006,-0.01,-0.098,-0.017,-0.018,-0.018
-0.006,0.006,-0.072,-0.017,-0.014,-0.025
-0.016,0.014,-0.084,-0.012,-0.014,-0.016
-0.011,0.016,-0.08,-0.01,-0.019,-0.025
-0.007,0.005,-0.05,-0.012,-0.005,-0.01
-0.009,0.003,-0.001,-0.021,-0.001,-0.037
-0.016,-0.005,0.028,-0.014,-0.015,-0.048
-0.018,-0.022,0.102,-0.016,-0.014,-0.042
0.008,-0.028,0.021,-0.007,-0.016,-0.029
0.016,-0.02,0.026,-0.006,-0.016,-0.038
0.023,-0.019,0.024,-0.005,-0.023,-0.053
0.025,0.004,0.021,-0.013,-0.016,-0.042
0.025,0.01,0.028,-0.032,0.009,-0.015
0.003,-0.013,0.019,-0.044,0.031,0.002
-0.014,-0.042,-0.011,-0.043,0.021,-0.012
0,-0.027,-0.045,-0.024,-0.011,-0.037
0.017,-0.015,-0.064,-0.018,-0.013,-0.035
0.05,0.016,-0.09,-0.008,-0.018,-0.034
0.04,0.018,-0.114,-0.01,-0.018,-0.029
0.024,-0.011,-0.123,-0.014,-0.015,-0.025
0.017,-0.025,-0.117,-0.016,-0.008,-0.019
0.015,-0.023,-0.107,-0.016,-0.008,-0.024
0.002,-0.046,-0.108,-0.015,0.002,-0.016
-0.016,-0.082,-0.085,-0.034,0.008,-0.007
-0.025,-0.085,-0.012,-0.033,0.013,-0.011
-0.021,-0.075,0.001,-0.025,-0.006,-0.018
-0.016,-0.08,-0.016,-0.01,-0.02,-0.031
-0.005,-0.084,0.016,-0.006,-0.041,-0.056
0.015,-0.059,0.008,0.004,-0.045,-0.064
0.02,-0.048,0.013,-0.001,-0.027,-0.057
0.018,-0.037,0.009,-0.014,-0.013,-0.041
-0.011,-0.037,0.025,-0.031,0.006,-0.016
-0.028,-0.049,0.016,-0.029,0.001,-0.023
-0.012,-0.054,0.007,-0.022,-0.01,-0.029
-0.003,-0.055,-0.03,-0.02,-0.008,-0.024
0.016,-0.037,-0.051,-0.017,-0.004,-0.014
0.035,-0.019,-0.069,-0.02,-0.01,-0.023
0.035,-0.016,-0.095,-0.013,-0.025,-0.031
0.035,-0.014,-0.122,-0.001,-0.031,-0.024
0.009,-0.032,-0.112,-0.015,-0.017,-0.01
-0.015,-0.052,-0.103,-0.022,-0.003,0.002
-0.037,-0.087,-0.096,-0.034,0.017,0.018
-0.055,-0.111,-0.093,-0.041,0.022,0.015
-0.065,-0.092,-0.076,-0.04,0.024,0.015
-0.061,-0.085,-0.023,-0.038,0.013,-0.007
-0.027,-0.065,-0.05,-0.016,-0.002,-0.019
0.001,-0.05,-0.057,-0.003,-0.029,-0.086
0.016,-0.049,-0.033,0.003,-0.029,-0.052
0.014,-0.065,-0.011,-0.015,-0.004,-0.042
0.031,-0.047,-0.009,-0.008,-0.007,-0.047
0.069,-0.038,-0.014,-0.009,-0.023,-0.061
0.061,-0.039,-0.006,-0,-0.031,-0.07
0.041,-0.07,0.003,-0.006,-0.025,-0.058
0.019,-0.085,-0.013,-0.021,-0.005,-0.013
-0.003,-0.082,-0.048,-0.031,0.007,0.011
-0.015,-0.083,-0.065,-0.018,-0.011,-0.015
-0.029,-0.081,-0.071,-0.022,-0.009,-0.001
-0.044,-0.089,-0.098,-0.029,0.001,0.01
-0.026,-0.107,-0.118,-0.023,-0.005,-0.001
-0.011,-0.109,-0.123,-0.016,-0.017,-0.028
0.032,-0.079,-0.137,-0.007,-0.02,-0.051
0.079,-0.039,-0.149,0.003,-0.033,-0.066
0.07,-0.036,-0.139,-0.003,-0.02,-0.057
0.05,-0.035,-0.124,-0.005,-0.014,-0.044
0.042,-0.036,-0.1,-0.009,-0.007,-0.04
0.036,-0.06,-0.076,-0.011,-0.007,-0.039
0.023,-0.064,-0.052,-0.014,-0.006,-0.04
0.014,-0.065,0.027,-0.023,-0.004,-0.037
0.009,-0.066,-0,-0.02,0.002,-0.028
0.009,-0.068,-0.004,-0.019,-0.003,-0.038
0.004,-0.072,0.004,-0.02,-0.003,-0.028
0.001,-0.068,0.008,-0.022,-0.003,-0.016
-0.001,-0.072,0.001,-0.02,-0.007,-0.013
-0.001,-0.075,-0.02,-0.02,-0.011,-0.014
-0.004,-0.07,-0.041,-0.02,-0.014,-0.015
-0.006,-0.074,-0.058,-0.019,-0.011,-0.01
0.005,-0.061,-0.083,-0.019,-0.014,-0.011
0.009,-0.068,-0.102,-0.018,-0.015,-0.018
0.015,-0.07,-0.115,-0.018,-0.018,-0.02
0.014,-0.076,-0.115,-0.021,-0.016,-0.025
0.017,-0.073,-0.119,-0.021,-0.016,-0.035
0.015,-0.08,-0.08,-0.022,-0.02,-0.042
0.001,-0.088,-0.097,-0.016,-0.016,-0.029
-0.014,-0.083,-0.094,-0.015,-0.014,-0.024
-0.023,-0.093,-0.07,-0.011,-0.011,-0.019
-0.015,-0.092,-0.037,-0.007,-0.019,-0.034
0.006,-0.072,-0.015,-0.014,-0.016,-0.035
0.012,-0.07,0.057,-0.026,0.008,-0.025
0.015,-0.071,0.004,-0.02,0.004,-0.022
0,-0.092,0.016,-0.022,0.002,-0.025
-0.013,-0.107,0.026,-0.023,0.003,-0.025
-0.019,-0.108,0.035,-0.023,0.004,-0.007
-0.014,-0.105,0.019,-0.027,0.004,-0.011
-0.002,-0.089,-0.001,-0.028,-0.003,-0.016
-0.002,-0.084,-0.026,-0.024,-0.004,-0.009
-0.005,-0.093,-0.055,-0.02,-0.002,0.006
-0.008,-0.106,-0.074,-0.021,-0.007,0.002
0.008,-0.107,-0.086,-0.018,-0.017,-0.016
0.021,-0.101,-0.102,-0.021,-0.024,-0.021
0.011,-0.092,-0.118,-0.024,-0.013,-0.011
0.007,-0.061,-0.119,-0.027,-0.017,-0.01
-0.002,-0.064,-0.113,-0.017,-0.019,-0.012
-0.012,-0.082,-0.104,-0.017,-0.01,-0.012
0.006,-0.071,-0.101,-0.007,-0.019,-0.036
0.004,-0.069,-0.055,-0.016,-0.012,-0.026
0.002,-0.071,-0.02,-0.021,-0.006,-0.036
-0.003,-0.071,-0.006,-0.021,-0.002,-0.022
-0.004,-0.071,-0.029,-0.018,0.003,-0.021
-0.005,-0.072,-0.005,-0.015,-0.008,-0.036
-0.002,-0.07,-0.002,-0.014,-0.009,-0.029
0.001,-0.077,-0.001,-0.013,0.001,-0.014
-0.008,-0.089,-0.001,-0.015,-0.004,-0.009
-0.005,-0.093,-0.004,-0.014,-0.001,0.008
-0.004,-0.095,-0.009,-0.015,-0.001,0.011
0.003,-0.087,-0.044,-0.011,-0.006,0.012
0.001,-0.097,-0.062,-0.019,0.001,0.028
0.009,-0.082,-0.085,-0.012,-0.018,0.015
0.02,-0.059,-0.109,-0.017,-0.006,0.01
0.027,-0.065,-0.122,-0.016,-0.025,-0.023
0.019,-0.09,-0.128,-0.019,-0.019,-0.013
0.01,-0.103,-0.114,-0.028,-0,-0.002
0.02,-0.089,-0.121,-0.009,-0.021,-0.05
0.041,-0.07,-0.127,0.008,-0.044,-0.073
0.055,-0.064,-0.124,0.004,-0.058,-0.077
0.055,-0.039,-0.085,-0,-0.034,-0.053
0.058,-0.025,-0.022,-0.007,-0.031,-0.055
0.045,0.014,-0.046,-0.012,-0.008,-0.032
0.019,-0.003,-0.01,-0.026,0.007,-0.032
-0.01,-0.056,-0.009,-0.028,0.011,-0.03
-0.019,-0.101,0.014,-0.029,0.013,-0.027
-0.044,-0.15,0.005,-0.027,0.01,-0.022
-0.047,-0.147,-0.001,-0.028,0.008,-0.008
-0.027,-0.128,-0.008,-0.023,-0.002,-0.011
-0.017,-0.117,-0.019,-0.022,-0.005,-0.012
-0.007,-0.102,-0.046,-0.02,-0.009,-0.02
0,-0.093,-0.07,-0.016,-0.014,-0.019
-0.005,-0.098,-0.083,-0.022,-0.01,0.008
0.001,-0.11,-0.096,-0.025,0.009,0.03
0.014,-0.113,-0.133,-0.016,-0.007,0.001
0.017,-0.102,-0.142,-0.012,-0.017,-0.005
0.017,-0.098,-0.139,-0.007,-0.016,-0.013
0.027,-0.09,-0.142,0.003,-0.025,-0.029
0.033,-0.094,-0.136,-0.002,-0.014,-0.028
0.029,-0.085,-0.104,-0.009,-0.013,-0.039
0.004,-0.098,-0.081,-0.011,-0.012,-0.015
0.01,-0.105,-0.058,-0.007,-0.024,-0.026
0.005,-0.11,-0.045,-0.013,-0.006,-0.003
-0.019,-0.143,0.042,-0.04,0.009,0.005
-0.036,-0.153,-0.001,-0.035,0.022,0.016
-0.036,-0.162,0.007,-0.032,0.017,-0.001
-0.018,-0.153,-0.006,-0.031,0.007,-0.025
-0.002,-0.147,-0.014,-0.028,0.003,-0.04
0.011,-0.15,-0.019,-0.025,-0.001,-0.044
0.021,-0.134,-0.028,-0.017,-0.012,-0.045
0.029,-0.127,-0.07,-0.005,-0.035,-0.04
0.014,-0.139,-0.08,-0.006,-0.029,-0.024
0.007,-0.139,-0.096,-0.013,-0.016,-0.014
0.002,-0.132,-0.124,-0.009,-0.017,-0.006
-0.001,-0.131,-0.154,-0.01,-0.014,-0.006
0.011,-0.121,-0.155,-0.007,-0.025,-0.022
0.019,-0.118,-0.145,-0.009,-0.021,-0.026
0.016,-0.121,-0.145,-0.011,-0.016,-0.032
0.003,-0.139,-0.135,-0.013,-0.019,-0.036
-0.001,-0.143,-0.124,-0.017,-0.01,-0.032
0.006,-0.14,-0.101,-0.018,-0.007,-0.024
0.013,-0.14,-0.065,-0.02,-0.007,-0.037
0.023,-0.131,-0.075,-0.012,-0.004,-0.019
0.016,-0.145,-0.047,-0.025,0.013,0.003
-0.002,-0.153,-0.027,-0.027,0.024,0.008
-0.014,-0.159,-0.006,-0.028,0.015,-0.004
-0.018,-0.165,-0.011,-0.025,0.011,-0.002
-0.03,-0.168,-0.03,-0.03,0.017,0.002
-0.029,-0.174,-0.005,-0.029,0.002,-0.026
-0.013,-0.162,-0.026,-0.029,-0.008,-0.041
0.016,-0.126,-0.066,-0.012,-0.032,-0.056
0.004,-0.124,-0.089,-0.014,-0.022,-0.034
0.03,-0.102,-0.111,-0,-0.04,-0.056
0.053,-0.107,-0.121,-0.001,-0.031,-0.03
0.051,-0.117,-0.142,-0.008,-0.016,-0.018
0.032,-0.117,-0.15,-0.016,-0.012,-0.009
0.021,-0.121,-0.15,-0.017,-0.011,-0.013
0.004,-0.127,-0.137,-0.015,-0.009,-0.012
-0.004,-0.124,-0.07,-0.024,-0.005,-0.021
